Al,Cu,Mg,Si,Zn,Zr,Mn,Ag,Li,Ca,Fe,Ti,Sn,Cr,Ge,Sc,Crack Susceptibility Level,Observations
0.887134667,0.0161,0.0244,0.001915193,0.0623,0.00150186,0.001544031,0.000138418,0.000189069,0.000183558,0.003013669,0.000310341,0.000210762,0.0007,0.000193444,0.000164989,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.902538208,0.0104,0.0189,0.00130792,0.0596,0.000406572,0.000730844,0.000141994,0.000195489,0.000136532,0.003761579,0.000586011,0.000493409,0.0005,0.000106501,0.000194941,Medium,Balanced composition with moderate crack susceptibility.
0.889272437,0.012,0.0223,0.002159006,0.0669,0.001726875,0.00172375,0.000145653,0.000135689,0.000134588,0.001157249,0.000892071,0.000156285,0.001,0.000100886,0.000195511,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.889625802,0.0151,0.0276,0.001644885,0.0588,0.000306494,0.000836661,8.63E-05,7.15E-05,0.000125042,0.004197642,0.00068579,0.000180806,0.0005,5.94E-05,0.000179761,Medium,"Mg helps refine grains, reducing cracking tendency."
0.897374185,0.0108,0.0163,0.004718791,0.0636,0.000719601,0.000835726,0.000157108,0.000106182,6.04E-05,0.003511602,0.000579662,0.00017369,0.0008,0.000122926,0.000140119,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.888407656,0.0232,0.0265,0.004232482,0.052,0.001559537,0.001305462,6.37E-05,0.00016966,6.35E-05,0.001327036,0.0003919,0.000457596,0.0001,6.64E-05,0.00015513,Medium,"Mg helps refine grains, reducing cracking tendency."
0.887278385,0.0108,0.0295,0.003533615,0.0606,0.000837659,0.00138941,7.99E-05,0.000105109,0.000140137,0.004494314,0.000399702,0.000361717,0.0003,8.73E-05,9.28E-05,Medium,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency."
0.885135968,0.0188,0.0242,0.004485842,0.0586,0.000473217,0.001370129,0.000181621,6.31E-05,0.000101144,0.00468349,0.000702538,0.000160842,0.0008,9.75E-05,0.000144616,Medium,Cr enhances grain boundary strength and reduces cracking.
0.878348929,0.0268,0.0259,0.004214688,0.0592,0.000912398,0.00063723,0.000160808,0.000133518,0.00018759,0.001244312,0.000994725,0.000276129,0.0007,0.000171324,0.000118347,Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.87678513,0.0247,0.0231,0.00174628,0.0668,0.000759669,0.001816191,5.21E-05,0.000176768,0.000110989,0.002107511,0.000695655,0.000346119,0.0005,0.000181323,0.000122303,Medium,High Zn can contribute to segregation but strengthens alloy.
0.884451384,0.012,0.021,0.004570236,0.0698,0.00173261,0.0008984,8.73E-05,0.000169389,7.15E-05,0.004224805,0.000602005,0.000133386,0,9.54E-05,0.000163666,Medium,High Zn can contribute to segregation but strengthens alloy.
0.885225347,0.0292,0.0205,0.003157369,0.054,0.000832691,0.000694272,8.22E-05,7.63E-05,0.000157208,0.003993039,0.000757585,0.000452967,0.0006,0.000178805,9.23E-05,Medium,Cr enhances grain boundary strength and reduces cracking.
0.895605892,0.0224,0.0203,0.004229761,0.0501,0.001641185,0.001833122,9.06E-05,0.000150915,9.40E-05,0.001738084,0.000518685,0.000421441,0.0006,0.000178585,9.77E-05,Medium,Cr enhances grain boundary strength and reduces cracking.
0.885619943,0.02,0.0162,0.004584365,0.0665,0.001816183,0.001933477,8.71E-05,8.31E-05,0.000128821,0.001837397,0.000154128,0.000302083,0.0004,0.000164698,0.000188696,Medium,High Zn can contribute to segregation but strengthens alloy.
0.866595276,0.03,0.029,0.002272014,0.0647,0.00103749,0.001793191,5.94E-05,8.27E-05,0.000154675,0.002481888,0.000606067,0.000486851,0.0006,7.20E-05,5.84E-05,Low,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.900770171,0.0105,0.0275,0.001440208,0.0505,0.001846903,0.001714274,0.000118841,0.000181111,0.00018504,0.002938092,0.000961863,0.000267104,0.0008,0.000153548,0.000122845,Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.891944657,0.0246,0.0224,0.001911741,0.0516,0.000941441,0.001482863,0.00015991,8.75E-05,0.000168829,0.003473019,0.000257773,0.000493644,0.0001,0.000191754,0.00018692,Medium,Balanced composition with moderate crack susceptibility.
0.887986636,0.0281,0.0187,0.002708431,0.0549,0.001938933,0.001326286,0.00014101,8.95E-05,0.000151454,0.002475655,0.000721004,0.000367168,0.0001,0.000152381,0.000141554,Medium,Balanced composition with moderate crack susceptibility.
0.886476144,0.0104,0.025,0.004272059,0.068,0.000451792,0.00063048,0.000150931,5.01E-05,0.000151945,0.002850139,0.00028084,0.000353869,0.0007,9.97E-05,0.000131961,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.875090745,0.0222,0.0202,0.004442922,0.0694,0.001467933,0.00111268,6.22E-05,0.0001806,0.000191889,0.003989884,0.000582245,0.000166382,0.0007,0.000125087,8.75E-05,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.900682826,0.0192,0.0223,0.001027809,0.0516,0.001139484,0.001059033,0.000192724,0.000168889,9.44E-05,0.001146733,0.000187009,0.000452771,0.0005,0.000146859,0.000101491,Medium,Balanced composition with moderate crack susceptibility.
0.892547867,0.014,0.0189,0.003042989,0.0657,0.000959003,0.000889631,0.000175774,0.000144099,5.02E-05,0.002009748,0.000505334,0.000270996,0.0005,0.000126586,0.000177807,Medium,High Zn can contribute to segregation but strengthens alloy.
0.889244805,0.0193,0.0286,0.002669644,0.0513,0.00137561,0.00158513,0.000170764,0.00016254,9.08E-05,0.003853398,0.000780547,0.000164893,0.0005,6.80E-05,0.000133883,Medium,"Mg helps refine grains, reducing cracking tendency."
0.879119554,0.026,0.0209,0.001888431,0.0627,0.001496557,0.001243814,0.000173448,7.28E-05,8.27E-05,0.004580827,0.000412814,0.000105043,0.001,9.68E-05,0.000127211,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.883829292,0.0231,0.0173,0.001479461,0.0679,0.000307418,0.000621569,0.000189907,0.000118749,0.000149275,0.00304671,0.000698421,0.000323902,0.0007,0.000170359,6.49E-05,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.903969131,0.0132,0.0152,0.002350461,0.0585,0.00058382,0.000830275,0.000131638,0.000102683,0.000145057,0.003128454,0.000815905,0.00031096,0.0005,0.000179213,5.24E-05,Medium,Balanced composition with moderate crack susceptibility.
0.882592129,0.0192,0.0204,0.004771639,0.0664,0.001512178,0.001524888,8.00E-05,6.41E-05,0.000139019,0.001428688,0.00093446,0.000387741,0.0003,7.06E-05,0.000194553,Medium,High Zn can contribute to segregation but strengthens alloy.
0.883585927,0.017,0.0276,0.002292812,0.0624,0.001432855,0.000614196,0.000142518,0.00012292,5.24E-05,0.002789649,0.000311178,0.000456103,0.0009,0.000192858,0.000106548,Low,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.878535465,0.0239,0.0227,0.003075162,0.0629,0.001942281,0.00177681,0.000161432,0.000188111,0.000159317,0.003130469,0.000459384,0.000131763,0.0007,9.93E-05,0.000140482,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.894225255,0.0122,0.0217,0.003812076,0.0612,0.001593764,0.00124272,0.000160688,5.60E-05,9.85E-05,0.001969882,0.000237174,0.000392599,0.0009,0.000149347,6.20E-05,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.869576179,0.0251,0.0271,0.002454518,0.0682,0.001916314,0.00122088,0.000128217,9.37E-05,0.000149758,0.002076973,0.000993235,0.000174965,0.0005,0.000162774,0.000152467,Medium,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency."
0.888106669,0.016,0.024,0.004887128,0.0594,0.001494319,0.001388612,6.03E-05,8.11E-05,0.000133487,0.002509137,0.000934301,0.000443271,0.0002,0.000171792,0.000189885,Medium,Balanced composition with moderate crack susceptibility.
0.886791618,0.0217,0.0299,0.004849789,0.0507,0.000806689,0.001737021,0.000105667,8.57E-05,0.00010141,0.001080285,0.000585961,0.000427625,0.0008,0.000191862,0.00013635,Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.895519151,0.0163,0.0215,0.002007129,0.0586,0.00047912,0.001021714,0.000188115,0.000186265,7.02E-05,0.002288317,0.00085783,0.000316318,0.0005,9.69E-05,6.89E-05,Medium,Balanced composition with moderate crack susceptibility.
0.874128055,0.029,0.024,0.002988994,0.063,0.001629101,0.001517024,0.000137667,0.00012021,6.42E-05,0.001845792,0.000568862,0.000384097,0.0003,0.000178776,0.000137258,Medium,High Zn can contribute to segregation but strengthens alloy.
0.895295751,0.0222,0.0192,0.002203513,0.0539,0.001395054,0.001348598,0.00013075,0.000119945,0.000174728,0.002309989,0.000661227,0.00022574,0.0006,6.98E-05,0.000164952,Medium,Cr enhances grain boundary strength and reduces cracking.
0.899621559,0.0117,0.0243,0.002139362,0.0579,0.000381916,0.000900542,9.03E-05,0.000164086,0.00018776,0.001479049,0.000180212,0.000288467,0.0004,0.000155756,0.000110962,Medium,Balanced composition with moderate crack susceptibility.
0.882882732,0.0222,0.0196,0.001147548,0.0643,0.000912086,0.001817945,0.000105267,7.32E-05,0.000147468,0.004562109,0.000779743,0.000428655,0.0007,0.000161297,0.000181976,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.897294158,0.0124,0.0213,0.003438257,0.0574,0.00192656,0.001696139,0.000184302,0.00012309,6.55E-05,0.00337437,0.000214942,0.000283706,0,0.000151658,0.000147302,Medium,Balanced composition with moderate crack susceptibility.
0.880100429,0.0245,0.0168,0.003010716,0.0675,0.001150682,0.001487678,0.000149969,0.000114498,0.000110304,0.003716409,0.000843461,0.000243119,0,8.78E-05,0.000184887,Medium,High Zn can contribute to segregation but strengthens alloy.
0.87373291,0.023,0.0277,0.001205915,0.0646,0.00103564,0.001775873,0.000168108,0.000139537,0.000159341,0.004156685,0.000803825,0.000297685,0.0009,0.000180956,0.000143526,Low,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.887213364,0.0174,0.024,0.002114586,0.0616,0.001078089,0.001800941,0.000118152,0.000199934,0.000166973,0.002993769,0.00073787,0.0004313,0,7.53E-05,6.97E-05,Medium,High Zn can contribute to segregation but strengthens alloy.
0.901602796,0.0182,0.0197,0.004633064,0.0514,0.000655101,0.001562544,0.000144537,0.000165417,6.77E-05,0.001347681,0.000132544,0.000234083,0,5.80E-05,9.65E-05,Medium,Balanced composition with moderate crack susceptibility.
0.908083853,0.0106,0.0208,0.001958248,0.0508,0.000926802,0.00175552,8.73E-05,0.00010968,5.00E-05,0.003148426,0.000372816,0.000169505,0.0009,0.00015762,8.03E-05,Medium,Cr enhances grain boundary strength and reduces cracking.
0.884982141,0.0292,0.0208,0.001579579,0.0558,0.000928683,0.001546207,0.000155819,0.000174133,0.000156821,0.003347364,0.000336801,0.000384806,0.0003,0.000121321,0.000186324,Medium,Balanced composition with moderate crack susceptibility.
0.887062042,0.0154,0.0295,0.002957811,0.0568,0.000389004,0.001520211,0.00011414,7.56E-05,0.000103489,0.003981758,0.000424123,0.000430391,0.0009,0.000177365,0.00016406,Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.900160752,0.0179,0.0156,0.004942602,0.054,0.001604865,0.001427917,0.000116382,5.46E-05,8.82E-05,0.002726638,0.000178878,0.000140255,0.0008,0.00010751,0.00015146,Medium,Cr enhances grain boundary strength and reduces cracking.
0.878294727,0.0289,0.0172,0.001968221,0.0675,0.001008058,0.001629075,0.000147398,8.07E-05,5.19E-05,0.001510321,0.000943262,0.00019595,0.0004,7.52E-05,9.51E-05,Medium,High Zn can contribute to segregation but strengthens alloy.
0.871409908,0.0296,0.0211,0.003688542,0.0673,0.001697706,0.000737908,0.000190442,0.000101062,0.000131045,0.002135104,0.000598422,0.000156789,0.0009,0.000175466,7.76E-05,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.876760481,0.0225,0.0289,0.004046478,0.0602,0.001745592,0.001821306,5.96E-05,0.000126587,0.000177673,0.002452329,0.000374972,0.000239177,0.0003,0.000132336,0.000163468,Medium,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency."
0.868851073,0.0235,0.0274,0.00195055,0.07,0.00066039,0.001807765,0.000173711,0.000142269,0.000193645,0.003583669,0.000457283,0.00028014,0.0008,7.84E-05,0.000121124,Low,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.896483401,0.0116,0.0211,0.003912865,0.0598,0.001417501,0.000543871,9.39E-05,0.000186591,0.000134862,0.003283113,0.000502482,0.000399531,0.0003,0.000158058,8.39E-05,Medium,Balanced composition with moderate crack susceptibility.
0.898922487,0.011,0.0161,0.002471133,0.0641,0.001102879,0.001738725,0.000116588,0.000126478,0.000127169,0.002424387,0.000640535,0.000360459,0.0005,0.000126667,0.000142493,Medium,High Zn can contribute to segregation but strengthens alloy.
0.882984728,0.0172,0.0247,0.003529223,0.0621,0.001796266,0.000693305,5.33E-05,0.000125191,6.28E-05,0.004946061,0.000564111,0.000348371,0.0007,0.000140647,5.61E-05,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.889301857,0.0129,0.0266,0.003534119,0.0604,0.000666759,0.001002678,9.52E-05,5.75E-05,0.000132331,0.003423099,0.000927453,0.00024095,0.0005,0.000119135,9.89E-05,Medium,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency."
0.896174385,0.0268,0.0151,0.003143099,0.0513,0.001452282,0.001615262,0.000125395,5.52E-05,0.000106997,0.001948907,0.000547267,0.000436579,0.0009,0.000174306,0.000120284,Medium,Cr enhances grain boundary strength and reduces cracking.
0.886097137,0.0118,0.0253,0.001361159,0.0693,0.001333179,0.00074114,5.84E-05,0.000132674,0.00014107,0.00140713,0.000992942,0.000288515,0.0008,0.000174434,7.22E-05,Low,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.886958659,0.0256,0.0247,0.00434121,0.0521,0.000802013,0.001726951,0.000123664,0.000115727,0.000108309,0.001611437,0.000866282,0.000491642,0.0001,0.000156408,0.000197698,Medium,Balanced composition with moderate crack susceptibility.
0.885813146,0.0142,0.0249,0.00228312,0.067,0.000532222,0.001748201,0.000189067,0.000175877,8.60E-05,0.001983831,0.000287659,0.000353657,0.0003,6.58E-05,8.14E-05,Medium,High Zn can contribute to segregation but strengthens alloy.
0.891304633,0.0278,0.0193,0.001746074,0.054,0.001407788,0.001261202,6.58E-05,7.41E-05,6.42E-05,0.001642725,0.000937536,0.000150506,0,0.000175828,6.96E-05,Medium,Balanced composition with moderate crack susceptibility.
0.890303404,0.0206,0.0239,0.001163101,0.0581,0.001555616,0.000509579,0.000164666,5.37E-05,9.72E-05,0.001746268,0.00020473,0.000370471,0.001,0.000150652,8.05E-05,Medium,Cr enhances grain boundary strength and reduces cracking.
0.892549962,0.0124,0.019,0.003363572,0.0661,0.000836566,0.000930557,0.000111451,0.000117356,6.45E-05,0.002140381,0.000835705,0.000230042,0.001,0.000154554,0.000165359,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.876228845,0.0256,0.0219,0.003710257,0.0657,0.001396215,0.00142539,0.000148276,8.56E-05,7.65E-05,0.001693494,0.000442561,0.000374531,0.001,0.000104447,0.000113826,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.882823769,0.0293,0.0161,0.001066351,0.0609,0.000971723,0.001971779,8.90E-05,5.74E-05,0.0001981,0.004587062,0.000890177,0.000127856,0.0006,0.000181892,0.000134812,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.885458131,0.0283,0.0194,0.003048372,0.0569,0.001512452,0.00144772,7.39E-05,0.00015869,0.000116616,0.001320935,0.000881251,0.000169953,0.001,0.000158806,5.32E-05,Medium,Cr enhances grain boundary strength and reduces cracking.
0.89680733,0.0115,0.0191,0.001905983,0.0636,0.000638666,0.000889705,7.41E-05,6.67E-05,0.000129781,0.003098046,0.000825333,0.000442295,0.0008,6.69E-05,5.52E-05,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.886300543,0.0292,0.018,0.003580691,0.0548,0.001813366,0.001451009,6.06E-05,0.000141248,0.000181043,0.002641587,0.000811027,0.000190872,0.0006,0.000111167,0.000116874,Medium,Cr enhances grain boundary strength and reduces cracking.
0.863040623,0.0289,0.0294,0.001697466,0.0682,0.000788596,0.001309978,7.78E-05,9.22E-05,0.000199335,0.004929514,0.000374211,0.000434816,0.0002,0.000182957,0.000172498,Medium,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency."
0.910405622,0.0102,0.0204,0.003763751,0.0502,0.000925236,0.001669768,0.000149633,7.60E-05,0.000137407,0.001448156,0.000172827,0.00021171,0,5.71E-05,0.000182786,Medium,Balanced composition with moderate crack susceptibility.
0.889264268,0.018,0.0288,0.002546941,0.0558,0.000398756,0.000660471,0.000182254,0.000106963,0.000171871,0.002591422,0.000462682,0.000357153,0.0004,0.000194212,6.30E-05,Medium,"Mg helps refine grains, reducing cracking tendency."
0.887686248,0.0231,0.0186,0.00474692,0.0572,0.000489571,0.001641542,0.000172119,0.000170217,9.90E-05,0.004877882,0.000256172,0.00037766,0.0003,0.000151874,0.000130754,Medium,Balanced composition with moderate crack susceptibility.
0.881279368,0.0203,0.0264,0.001550084,0.0616,0.001176965,0.0013119,0.00015277,0.000108814,9.59E-05,0.004462029,0.000725456,0.000305062,0.0002,0.000144706,0.000186984,Medium,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency."
0.891496071,0.0141,0.0161,0.002364265,0.0671,0.000754908,0.001944488,6.66E-05,0.000162615,0.000110406,0.004268288,0.00041149,0.000222124,0.0007,9.06E-05,0.000108196,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.902043432,0.0185,0.0156,0.001453894,0.0556,0.001720316,0.001012808,9.34E-05,6.88E-05,0.000150876,0.002031611,0.000978049,0.000185058,0.0003,8.73E-05,0.000174435,Medium,Balanced composition with moderate crack susceptibility.
0.880777534,0.0145,0.0249,0.004698774,0.0693,0.000324979,0.001448933,9.65E-05,0.000165916,0.000152329,0.00168355,0.000676875,0.000113276,0.0009,0.000191309,7.01E-05,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.882156387,0.0218,0.0249,0.004509357,0.0579,0.00094446,0.001898042,8.75E-05,8.55E-05,9.73E-05,0.003674573,0.000840233,0.000221579,0.0006,9.47E-05,0.000190309,Medium,Cr enhances grain boundary strength and reduces cracking.
0.89456506,0.0203,0.0226,0.002031767,0.0521,0.000873487,0.000653765,0.000127251,0.000151609,7.00E-05,0.004717504,0.000219272,0.000361265,0.0009,0.000166326,0.000162713,Medium,Cr enhances grain boundary strength and reduces cracking.
0.884832949,0.0167,0.0297,0.003639936,0.0569,0.000332857,0.001905843,0.000130333,0.000134867,0.000144859,0.003227052,0.000875813,0.000475322,0.0007,0.000108968,0.0001912,Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.883637908,0.0241,0.0296,0.004268889,0.0502,0.000511426,0.001531829,0.000103533,0.000189372,6.92E-05,0.003286451,0.000930481,0.000448482,0.0009,7.09E-05,0.000151493,Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.892305492,0.0126,0.028,0.003220803,0.0579,0.001003193,0.000601756,0.000103068,0.000108098,0.000136774,0.002119916,0.000538356,0.000406426,0.0008,5.16E-05,0.000104511,Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.897242517,0.021,0.0193,0.003118602,0.051,0.00113787,0.000951445,0.000174283,5.99E-05,0.000154013,0.004077972,0.000645628,0.000415379,0.0004,0.000131639,0.000190727,Medium,Balanced composition with moderate crack susceptibility.
0.879916482,0.0289,0.0246,0.001967409,0.0575,0.000987293,0.001562258,0.000168394,5.29E-05,0.000155092,0.001748175,0.000788329,0.000365994,0.001,0.000196367,9.13E-05,Medium,Cr enhances grain boundary strength and reduces cracking.
0.890329367,0.0123,0.0211,0.001372411,0.0694,0.001202594,0.000601026,9.62E-05,0.000174029,0.000163021,0.002294717,0.000257355,0.000204115,0.0003,0.00010537,9.98E-05,Medium,High Zn can contribute to segregation but strengthens alloy.
0.895253817,0.0115,0.0293,0.004588863,0.0515,0.001311724,0.001373256,0.000187068,0.00012871,0.000180929,0.002701746,0.000552309,0.000462878,0.0007,0.000103579,0.000155121,Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.883354488,0.022,0.028,0.004601672,0.0554,0.00031687,0.001018825,0.000192922,0.000166287,0.000124994,0.003030442,0.000458797,0.000368293,0.0007,0.000101614,0.000164797,Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.886560503,0.019,0.0294,0.003532406,0.0551,0.001088962,0.001431373,9.90E-05,8.52E-05,0.000159537,0.001969639,0.000231737,0.000324176,0.0007,0.000128082,0.000189411,Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.894258173,0.0245,0.0151,0.002356119,0.0587,0.001937949,0.000568613,0.000103164,0.000101763,0.000142876,0.001459347,0.000430781,0.000144396,0,0.0001161,8.07E-05,Medium,Balanced composition with moderate crack susceptibility.
0.901420801,0.0113,0.0219,0.002396838,0.055,0.001182355,0.001807305,0.000125845,5.45E-05,7.80E-05,0.00344248,0.000161355,0.000278822,0.0005,0.000181987,0.0001697,Medium,Balanced composition with moderate crack susceptibility.
0.88769637,0.0204,0.016,0.003903823,0.0648,0.001451822,0.001960233,0.000191168,0.000194224,5.39E-05,0.002154522,0.000123231,0.000284143,0.0005,0.000125828,0.000160782,Medium,High Zn can contribute to segregation but strengthens alloy.
0.885325603,0.0189,0.0247,0.004588441,0.0586,0.000830169,0.001953317,0.000181448,0.00015018,9.27E-05,0.003324953,0.00022165,0.000445825,0.0005,0.000126164,5.96E-05,Medium,Balanced composition with moderate crack susceptibility.
0.888257817,0.0231,0.0189,0.004548346,0.0582,0.001615785,0.001624478,6.54E-05,0.000189981,0.000116455,0.001617451,0.000966804,0.000318659,0.0003,7.08E-05,0.000108083,Medium,Balanced composition with moderate crack susceptibility.
0.890168979,0.0171,0.0203,0.004119502,0.0607,0.001613967,0.000695129,0.00010891,8.98E-05,0.000142566,0.00292456,0.000594577,0.00025216,0.0009,0.000197411,9.24E-05,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.885782569,0.0139,0.0279,0.003568127,0.0601,0.001186203,0.001637395,0.000133006,0.00014172,0.000177494,0.003130358,0.00096924,0.00049072,0.0007,8.75E-05,9.57E-05,Low,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.893111377,0.0244,0.026,0.00133656,0.05,0.001959223,0.00053688,0.00012547,0.000151775,7.94E-05,0.001207294,0.000489248,0.000144288,0.0002,6.10E-05,0.000197442,Medium,"Mg helps refine grains, reducing cracking tendency."
0.906069361,0.0178,0.0185,0.001646515,0.0512,0.000513435,0.000533185,7.91E-05,9.76E-05,6.88E-05,0.002346417,0.000380635,0.000269019,0.0002,0.000149472,0.000146417,Medium,Balanced composition with moderate crack susceptibility.
0.890534043,0.0207,0.0167,0.004594217,0.0626,0.000328811,0.000985415,0.000178823,0.000177216,0.000194522,0.001537659,0.000555528,0.00011681,0.0005,0.000139305,0.000157651,Medium,High Zn can contribute to segregation but strengthens alloy.
0.896068441,0.0195,0.0234,0.003425716,0.0514,0.001609269,0.001232965,0.000151541,0.000192074,6.62E-05,0.0012535,0.000495561,0.000395962,0.0005,0.000112272,0.000196493,Medium,Balanced composition with moderate crack susceptibility.
0.879813169,0.0271,0.0282,0.001036788,0.0537,0.001672164,0.001655611,0.000175686,0.000182728,0.000121774,0.004959841,0.000195098,0.000467231,0.0005,0.000113329,0.00010658,Medium,"Mg helps refine grains, reducing cracking tendency."
0.8959711,0.0175,0.0271,0.001405886,0.0515,0.000504352,0.001524943,0.000178815,0.00016086,0.000137835,0.002289415,0.000676744,0.000212015,0.0005,0.00016776,0.000170276,Medium,"Mg helps refine grains, reducing cracking tendency."
0.898568763,0.0144,0.0249,0.003654007,0.0502,0.000751491,0.001168854,0.000162253,9.16E-05,0.000131206,0.004239498,0.000294434,0.000443337,0.0008,7.94E-05,0.00011518,Medium,Cr enhances grain boundary strength and reduces cracking.
0.881721899,0.0224,0.0261,0.001020246,0.0634,0.000329839,0.00091044,0.000115882,9.22E-05,6.29E-05,0.002018563,0.000657629,0.000216887,0.0006,0.000173038,0.00018043,Low,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.891967906,0.0154,0.018,0.001643232,0.0643,0.000798625,0.001995687,0.000141582,0.000194504,5.86E-05,0.003726011,0.000685181,0.000464308,0.0004,0.000147312,7.71E-05,Medium,High Zn can contribute to segregation but strengthens alloy.
0.889975715,0.0238,0.019,0.003194935,0.0554,0.001614341,0.001139272,7.41E-05,5.15E-05,6.58E-05,0.004040911,0.000236822,0.000401585,0.0007,0.000112845,0.000192153,Medium,Cr enhances grain boundary strength and reduces cracking.
0.897467261,0.0118,0.0255,0.003767581,0.0538,0.001180533,0.001177081,0.000151047,0.000157407,0.000137838,0.003382555,0.000155215,0.000421963,0.0007,0.000118704,8.28E-05,Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.875206857,0.028,0.0299,0.003607845,0.0565,0.000891763,0.000745436,7.69E-05,0.000155937,0.000131652,0.002886305,0.000802685,0.000107203,0.0008,8.85E-05,9.89E-05,Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.90452364,0.0182,0.017,0.001897077,0.0508,0.000931957,0.001692214,0.000154092,0.000143403,8.51E-05,0.002647364,0.00051382,0.000485124,0.0006,0.000162817,0.000163429,Medium,Cr enhances grain boundary strength and reduces cracking.
0.882005353,0.0213,0.0244,0.003848717,0.0624,0.000302301,0.001540523,8.44E-05,0.000198516,0.000145666,0.002395473,0.000152347,0.000390668,0.0006,0.000126931,0.000109063,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.884798007,0.0142,0.0299,0.001948996,0.0606,0.000809661,0.000831154,6.76E-05,9.68E-05,0.00017301,0.004718117,0.00099538,0.0002219,0.0004,9.81E-05,0.000141232,Medium,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency."
